generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1770127255-hMlUYgZGEidVD11ginBX,00:54.0,0.000101,,,,0.000101,231,195,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1208,452,,obsidian_openrouter
gen-1770127254-B5S7zLF6tEXWbpbgedN0,00:53.8,0.001484,,,,0.001484,1420,258,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2570,1110,,obsidian_openrouter
gen-1770127224-clJCRjKGhRNJDYrxAivq,00:22.9,0.000096,,,,0.000096,215,188,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1493,486,,obsidian_openrouter
gen-1770127223-LziHk1HcH8fcB4lKHGBU,00:22.8,0.001576,,,,0.001576,1412,290,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2741,1035,,obsidian_openrouter
gen-1770127192-OWuiTQdgXN9Le3yMbBqZ,59:51.8,0.000133,,,,0.000133,270,265,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1502,581,,obsidian_openrouter
gen-1770127192-hYnEK7CJWrjjCuIFW6io,59:51.8,0.001652,,,,0.001652,1462,307,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2684,1356,,obsidian_openrouter
gen-1770127167-6kz4Mcr8QnPjdVT6AS9j,59:26.2,0.019894,,,,0.019894,653,1549,1228,0,google/gemini-3-pro-preview-20251117,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,21030,3781,,obsidian_openrouter
gen-1770127162-BLbE4KPGH2UhDuC8mwvd,59:20.9,0.000116,,,,0.000116,228,233,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1190,374,,obsidian_openrouter
gen-1770127161-pbms7tIGYkGMKufgaA3V,59:20.8,0.00169,,,,0.00169,1442,323,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2897,1126,,obsidian_openrouter
gen-1770127131-pmGwG6pI2NlC1TTQa4jC,58:50.1,0.000121,,,,0.000121,247,241,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2860,1974,,obsidian_openrouter
gen-1770127131-ooXxkmU6PnGp1aGv9qr2,58:50.1,0.001686,,,,0.001686,1369,334,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,3118,1380,,obsidian_openrouter
gen-1770127100-ny7hHKdluFv9nlqrWgK2,58:19.3,0.000122,,,,0.000122,238,247,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1385,460,,obsidian_openrouter
gen-1770127100-Qk6QsDX7hsk8joVbCBSi,58:19.2,0.00156,,,,0.00156,1309,302,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2756,1114,,obsidian_openrouter
gen-1770127071-9zYJQnRMJmyDr4ztKaLD,57:50.1,0.023108,,,,0.023108,478,1846,1549,0,google/gemini-3-pro-preview-20251117,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,24695,4185,,obsidian_openrouter
gen-1770127066-u37yMsP42n37m6CURRiD,57:45.7,0.001568,,,,0.001568,1258,313,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2717,996,,obsidian_openrouter
gen-1770127066-206Bt2lpB3koIy9ljuA8,57:45.6,0.000104,,,,0.000104,196,213,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2527,1707,,obsidian_openrouter
gen-1770127035-zToGZdBfX1pISeUoUEJd,57:14.9,0.000106,,,,0.000106,237,207,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2534,1626,,obsidian_openrouter
gen-1770127035-9uyoMgIqwOkRZyO7YXnC,57:14.9,0.001583,,,,0.001583,1216,325,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2920,859,,obsidian_openrouter
gen-1770127010-39RJaLTZsQ5Hzoc47cgq,56:49.2,0.01739,,,,0.01739,367,1388,1142,0,google/gemini-3-pro-preview-20251117,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,19299,4172,,obsidian_openrouter
gen-1770127005-N9EOy6IiF8NXWgxFIJ6g,56:44.5,0.001505,,,,0.001505,976,339,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,3027,1137,,obsidian_openrouter
gen-1770127005-j70nBDA9lr0QkGRKErEz,56:44.5,0.000138,,,,0.000138,269,278,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2977,1888,,obsidian_openrouter
gen-1770126948-N5k7UjEaqAzKTAPZJwOU,55:47.6,0.000106,,,,0.000106,217,211,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1531,490,,obsidian_openrouter
gen-1770126948-hWhzGkuONVxFfHaoRtyI,55:47.6,0.001597,,,,0.001597,1286,318,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2794,912,,obsidian_openrouter
gen-1770126917-3xkSmqkxQa6hm1BFCR44,55:16.5,0.001435,,,,0.001435,1221,275,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2490,981,,obsidian_openrouter
gen-1770126916-QHEXymCog2OkYERvZ76K,55:16.4,0.000092,,,,0.000092,212,179,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2547,1762,,obsidian_openrouter
gen-1770126884-PhSKFNkeNqOh202YX745,54:43.0,0.000113,,,,0.000113,228,227,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2464,1615,,obsidian_openrouter
gen-1770126883-yHYbLoUqYW3aS3wt6M8s,54:43.0,0.001373,,,,0.001373,1205,257,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2571,1151,,obsidian_openrouter
gen-1770126853-MDBRJpboqnzEFLxlpk3S,54:12.4,0.000137,,,,0.000137,271,275,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,1540,518,,obsidian_openrouter
gen-1770126853-GAT89pQKiXTAt8VD6svc,54:12.3,0.001403,,,,0.001403,977,305,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2776,1498,,obsidian_openrouter
gen-1770126617-HcNRCV3gBusGkopkzLB3,50:16.3,0.001522,,,,0.001522,1197,308,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2743,1257,,obsidian_openrouter
gen-1770126617-0Uo8McPiTRwlp2VnWtva,50:16.3,0.000123,,,,0.000123,244,247,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2536,1633,,obsidian_openrouter
gen-1770126586-zUDrG3tG3VTEuRc13YQj,49:45.6,0.000152,,,,0.000152,303,306,0,0,google/gemini-2.5-flash-lite,Google,standard,FALSE,TRUE,,STOP,stop,2411,1015,,obsidian_openrouter
gen-1770126586-lsHOPqrrpbYySnybFFrz,49:45.6,0.001373,,,,0.001373,1019,288,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2562,1074,,obsidian_openrouter
gen-1770126111-V0zwLgi70nyoXaU0hFCd,41:50.4,0.000905,,,,0.000905,1017,240,0,0,google/gemini-2.5-flash,Google,standard,FALSE,TRUE,,STOP,stop,11689,10637,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
,,,,,,,,,,,,,,,,,,,,,,obsidian_openrouter
